"imdb_score","movie_budget","release_day","release_month","release_year","duration","language","country","maturity_rating","aspect_ratio","distributor","nb_news_articles","director","actor1","actor1_star_meter","actor2","actor2_star_meter","actor3","actor3_star_meter","colour_film","genres","nb_faces","plot_keywords","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","cinematographer","production_company","biography","comedy","music","fantasy","history","mystery","family","documentary","plot_topic1","plot_topic2","plot_topic3","plot_topic4","plot_topic5","plot_topic6","plot_topic7","plot_topic8"
3.3,1000000,11,"Jul",2013,97,"English","USA","TV-14",1.78,"Syfy",939,"Anthony C. Ferrante","Ian Ziering",5472,"John Heard",4899,"Cassandra Scerbo",3480,"Color","Horror",0,"cult film|hurricane|school bus|shark|shark feature",0,0,0,0,0,0,0,0,1,0,0,0,0,4104,"Ben Demaree","Southward Films",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
4.2,30000000,10,"Apr",2009,102,"English","USA","G",1.85,"Walt Disney Studios Motion Pictures",748,"Peter Chelsom","Emily Osment",879,"Vanessa Williams",3715,"Moises Arias",3948,"Color","Comedy|Drama|Family|Music|Romance",2,"farm|female protagonist|hannah montana|horseback riding|overalls",0,0,0,0,1,1,0,0,0,1,0,0,0,6013,"David Hennings","It's a Laugh Productions",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5.4,6000000,3,"Apr",2011,90,"English","USA","R",1.85,"Sony Pictures Home Entertainment",78,"William Kaufman","Drew Waters",17988,"Sean Cook",98174,"Cole Hauser",1362,"Color","Action|Thriller",1,"die hard scenario|engineer|held at gunpoint|race against time|shot to death",1,0,0,1,0,0,0,0,0,0,0,0,0,42761,"Mark Rutledge","Stage 6 Films",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
6.5,24000000,24,"Nov",2010,98,"English","USA","R",2.35,"Sony Pictures Worldwide Acquisitions (SPWA)",991,"George Tillman Jr.","Dwayne Johnson",130,"Tom Berenger",2482,"Mike Epps",7445,"Color","Action|Crime|Drama|Thriller",1,"gun|prison|reference to god|reference to jesus christ|vengeance",1,0,0,1,0,0,0,0,0,1,0,0,1,2548,"Michael Grady","CBS Films",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,25000000,9,"Sep",2011,140,"English","USA","PG-13",2.35,"Mandate International",2356,"Gavin O'Connor","Tom Hardy",20,"Frank Grillo",1389,"Kevin Dunn",9751,"Color","Drama|Sport",1,"alcoholic|mixed martial arts|return home|tournament|underdog",0,0,0,0,0,0,0,1,0,1,0,0,0,1308,"Masanobu Takayanagi","Lionsgate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,50000000,5,"Feb",1999,90,"English","USA","R",2.35,"Paramount Pictures",232,"Brian Helgeland","Bill Duke",3594,"Deborah Kara Unger",2985,"William Devane",6594,"Color","Action|Crime|Drama|Thriller",1,"anti hero|criminal|greed|prostitute|tough guy",1,0,0,1,0,0,0,0,0,1,0,0,1,4646,"Ericson Core","Icon Entertainment International",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6.8,20000000,14,"Aug",2007,111,"English","USA","R",2.35,"Twentieth Century Fox",298,"James Wan","Aisha Tyler",1451,"Kelly Preston",1037,"Edi Gathegi",5471,"Color","Action|Crime|Thriller",0,"blood|death|gang|murder|revenge",1,0,0,1,0,0,0,0,0,0,0,0,1,6366,"John R. Leonetti","Twentieth Century Fox",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.8,35000000,4,"Sep",1998,91,"English","Aruba","R",2.35,"Sony Pictures Entertainment (SPE)",36,"Hark Tsui","Paul Sorvino",6602,"Lela Rochon",9239,"Ray Nicholas",72941,"Color","Action|Comedy|Thriller",0,"cia|hong kong|market|undercover|van",1,0,0,1,0,0,0,0,0,0,0,0,0,21017,"Arthur Wong","Knock Films A.V.V.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,14000000,21,"Feb",2014,97,"English","USA","R",2.35,"Mind Blowing Films",240,"James Cox","Jake Gyllenhaal",170,"M.C. Gainey",6790,"Mark Rolston",3378,"Color","Crime|Drama",3,"1990s|homoeroticism|reference to kurt cobain|road trip|year 1994",0,0,0,0,0,0,0,0,0,1,0,0,1,21135,"Anil Mehta","Nadiadwala Grandson Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,28000000,23,"May",1984,118,"English","USA","PG",2.35,"Paramount Pictures",495,"Steven Spielberg","Harrison Ford",413,"Amrish Puri",12900,"Kate Capshaw",1801,"Color","Action|Adventure",2,"children|studio logo segues into film|temple|village|white dinner jacket",1,1,0,0,0,0,0,0,0,0,0,0,0,2258,"Douglas Slocombe","Paramount Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11000000,9,"Jul",1999,95,"English","USA","R",1.85,"Universal Pictures",3851,"Paul Weitz","Alyson Hannigan",1230,"Shannon Elizabeth",1773,"Natasha Lyonne",1552,"Color","Comedy",6,"1990s|first love|milf|prom|virginity",0,0,0,0,0,0,0,0,0,0,0,0,0,864,"Richard Crudo","Universal Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,11000000,25,"May",1977,125,"English","USA","PG",2.35,"Twentieth Century Fox",60620,"George Lucas","Harrison Ford",413,"Peter Cushing",4459,"Kenny Baker",11084,"Color","Action|Adventure|Fantasy|Sci-Fi",1,"death star|empire|galactic war|princess|rebellion",1,1,1,0,0,0,0,0,0,0,0,0,0,624,"Gilbert Taylor","Lucasfilm",0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
5.4,18000000,10,"Jan",2003,95,"English","USA","PG-13",1.85,"Twentieth Century Fox",317,"Shawn Levy","Taran Killam",662,"David Agranov",25567,"David Moscow",9009,"Color","Comedy|Romance",2,"fall|honeymoon|love|marriage|newlywed",0,0,0,0,0,1,0,0,0,0,0,0,0,7302,"Jonathan Brown","Twentieth Century Fox",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7.7,38000000,22,"Dec",2010,110,"English","USA","PG-13",2.35,"Paramount Pictures",5649,"Ethan Coen","Matt Damon",150,"Jeff Bridges",411,"Bruce Green",72092,"Color","Adventure|Drama|Western",0,"arkansas|murder|sheriff|texas ranger|u.s. marshal",0,1,0,0,0,0,1,0,0,1,0,0,0,1063,"Roger Deakins","Paramount Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,50000000,23,"Dec",2011,124,"English","USA","PG",1.85,"Twentieth Century Fox",1296,"Cameron Crowe","Scarlett Johansson",114,"Matt Damon",150,"Stephanie Szostak",143,"Color","Comedy|Drama|Family",3,"blocked road|father son relationship|love at first sight|teenage boy|zookeeper",0,0,0,0,0,0,0,0,0,1,0,0,0,5299,"Rodrigo Prieto","Twentieth Century Fox",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
6.7,6000000,27,"Aug",1993,99,"English","USA","PG-13",1.85,"Twentieth Century Fox",25,"Sheldon Lettich","Antoni Corone",22832,"Ryan Bollman",31732,"Todd Susman",10278,"Color","Action|Drama",1,"capoeira|fight|fighting|martial arts|violence",1,0,0,0,0,0,0,0,0,1,0,0,0,17336,"Edward J. Pei","August Entertainment",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6.3,15000000,27,"Aug",2014,108,"English","USA","R",2.35,"Creative Artists Agency (CAA)",360,"Roger Donaldson","Luke Bracey",3563,"Akie Kotabe",27724,"Will Patton",3497,"Color","Action|Crime|Thriller",2,"critically bashed|premarital sex|sex scene|sex standing up|stripper",1,0,0,1,0,0,0,0,0,0,0,0,1,4479,"Romain Lacourbas","Relativity Media",0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
6,50000000,28,"May",2004,119,"English","USA","PG-13",1.85,"Buena Vista Pictures",71,"Garry Marshall","Amber Valletta",3450,"Felicity Huffman",3606,"Spencer Breslin",6428,"Color","Comedy|Drama|Romance",1,"fashion show|female protagonist|love|pastor|queens new york city",0,0,0,0,0,1,0,0,0,1,0,0,0,8648,"Charles Minsky","Touchstone Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2300000,12,"Jun",1968,136,"English","USA","R",1.85,"Paramount Pictures",1130,"Roman Polanski","John Cassavetes",5368,"Mia Farrow",3324,"Charles Grodin",5907,"Color","Drama|Horror",0,"devil worship|incubus|paranoia|raped by a demon|satanism",0,0,0,0,0,0,0,0,1,1,0,0,0,2066,"William A. Fraker","William Castle Productions",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6.8,28000000,26,"Jun",1981,127,"English","UK","PG",2.35,"United Artists",391,"John Glen","Julian Glover",3531,"Topol",4270,"Desmond Llewelyn",8347,"Color","Action|Adventure|Thriller",1,"agent|british|ice skater|ship|spy",1,1,0,1,0,0,0,0,0,0,0,0,0,2111,"Alan Hume","Eon Productions",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
7,36000000,15,"Feb",2002,116,"English","USA","PG-13",1.85,"New Line Cinema",134,"Nick Cassavetes","Denzel Washington",341,"Laura Harring",1724,"Anne Heche",1247,"Color","Crime|Drama|Thriller",1,"health care|heart transplant|hospital|hostage|insurance",0,0,0,1,0,0,0,0,0,1,0,0,1,5762,"Rogier Stoffers","New Line Cinema",0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
5.4,30000000,9,"Jan",2009,89,"English","USA","PG",1.85,"Twentieth Century Fox",946,"Gary Winick","Anne Hathaway",266,"Steve Howey",959,"Candice Bergen",354,"Color","Comedy|Romance",2,"best friend|dyed hair|fake tan|rivalry|wedding",0,0,0,0,0,1,0,0,0,0,0,0,0,3840,"Frederick Elmes","Fox 2000 Pictures",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6.3,6000000,12,"Jul",2001,106,"English","USA","R",1.85,"Solo/Will Productions",0,"Gary Hardwick","Julie Benz",943,"Tatyana Ali",3754,"Jenifer Lewis",7018,"Color","Comedy|Drama",4,"african american|commitment|friend|friendship|playboy",0,0,0,0,0,0,0,0,0,1,0,0,0,607044,"Denis Maloney","Solo/Will Productions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,8000000,20,"Apr",2007,124,"French","Canada","PG",2.35,"Palm Pictures",6,"Charles Binam","Stephen McHattie",6778,"Roy Dupuis",12836,"Julie LeBreton",35076,"Color","Biography|Drama|Sport",0,"fan|french canadian|hockey|hockey player|machinist",0,0,0,0,0,0,0,1,0,1,0,0,0,43415,"Pierre Gill","Cinmaginaire Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,15000000,20,"Apr",2007,102,"English","USA","PG-13",1.85,"Palm Pictures",6,"Peter Cattaneo","Emma Stone",18,"Bradley Cooper",9,"Josh Gad",2028,"Color","Comedy|Music",4,"20 years later|drummer|hdtv|rock band|rock star",0,0,0,0,1,0,0,0,0,0,0,0,0,43415,"Pierre Gill","Cinmaginaire Inc.",0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0
6.4,48000000,17,"Aug",2001,112,"English","Canada","PG-13",2.35,"Paramount Pictures",112,"Jerry Zucker","Corinna Harney",30485,"Douglas Haase",128296,"Vince Vieluf",11096,"Color","Adventure|Comedy",8,"casino|locker|money|museum|race",0,1,0,0,0,0,0,0,0,0,0,0,0,4686,"Thomas E. Ackerman","Paramount Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.7,15000000,11,"Jan",2008,85,"English","USA","G",1.85,"Universal Pictures",6,"Mike Nawrocki","Yuri Lowenthal",1120,"Cam Clarke",15086,"Phil Vischer",53891,"Color","Adventure|Animation|Comedy|Family",0,"17th century|king|pirate|vegetable|waiter",0,1,0,0,0,0,0,0,0,0,0,1,0,33543,"multiple","Arc Productions",0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
8,52000000,25,"Dec",2002,141,"English","USA","PG-13",1.85,"DreamWorks Distribution",1261,"Steven Spielberg","Leonardo DiCaprio",106,"Tom Hanks",86,"Jennifer Garner",440,"Color","Biography|Crime|Drama",0,"attorney|cat and mouse|fbi|pan am|pilot",0,0,0,0,0,0,0,0,0,1,0,0,1,968,"Janusz Kaminski","DreamWorks",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7.2,45000000,24,"Jan",2003,113,"English","USA","PG-13",1.85,"Miramax",295,"Rob Marshall","Colm Feore",6259,"Chita Rivera",24768,"Jayne Eastwood",16299,"Black and White","Comedy|Crime|Musical",0,"fame|jail|jazz age|murder|vaudeville",0,0,0,0,1,0,0,0,0,0,0,0,1,2379,"Dion Beebe","Miramax",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7.2,30000000,23,"Oct",2015,122,"English","UK","R",2.35,"Universal Pictures",2225,"Danny Boyle","Kate Winslet",48,"Michael Fassbender",327,"Michael Stuhlbarg",683,"Color","Biography|Drama",0,"apple computer|box office flop|computer|dialogue driven|father daughter relationship",0,0,0,0,0,0,0,0,0,1,0,0,0,3171,"Alwin H. Kabcchler","Universal Pictures",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,26000000,19,"Mar",2004,110,"English","USA","R",2.35,"Universal Pictures",2791,"Zack Snyder","Ty Burrell",4405,"Kevin Zegers",2781,"Mekhi Phifer",4606,"Color","Action|Horror|Thriller",0,"mall|mayhem|nurse|rear entry sex|survival horror",1,0,0,1,0,0,0,0,1,0,0,0,0,2303,"Matthew F. Leonetti","Strike Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.7,32000000,27,"May",2011,139,"English","USA","PG-13",1.85,"Summit Entertainment",4605,"Terrence Malick","Brad Pitt",134,"Tye Sheridan",693,"Fiona Shaw",755,"Color","Drama|Fantasy",0,"1950s|children|ice cube|texas|waco texas",0,0,0,0,0,0,0,0,0,1,0,0,0,2467,"Emmanuel Lubezki","Cottonwood Pictures",0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
7.4,20000000,2,"Jan",1998,96,"English","USA","R",1.85,"WestEnd Films",98,"Woody Allen","Woody Allen",1238,"Lynn Cohen",14951,"Judy Davis",2058,"Color","Comedy",2,"marriage|novelist|panties pulled down|writer's block|writing",0,0,0,0,0,0,0,0,0,0,0,0,0,13919,"Carlo Di Palma","Sweetland Films",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5.4,37000000,29,"May",2015,105,"English","USA","PG-13",1.85,"Columbia Pictures Corporation",469,"Cameron Crowe","Emma Stone",18,"Bradley Cooper",9,"Bill Murray",1278,"Color","Comedy|Drama|Romance",1,"box office flop|critically bashed|hawaii|one word title|written by director",0,0,0,0,0,1,0,0,0,1,0,0,0,3326,"Eric Gautier","Columbia Pictures Corporation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,3500000,2,"Jul",1980,88,"English","USA","PG",1.85,"Paramount Pictures",67,"Jim Abrahams","Peter Graves",8569,"Lloyd Bridges",4526,"Barbara Billingsley",12508,"Color","Comedy",0,"air traffic controller|airplane|airport|pilot|spoof",0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Joseph F. Biroc","Paramount Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,38000000,14,"Jan",1991,99,"English","USA","PG-13",1.85,"American Broadcasting Company (ABC)",57,"Barry Sonnenfeld","Anjelica Huston",1448,"Raul Julia",2207,"Carel Struycken",3689,"Color","Comedy|Fantasy",0,"accountant|loan shark|macabre|uncle|uncle fester",0,0,0,0,0,0,0,0,0,0,0,0,0,1513,"multiple","Filmways Television",0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
6.8,1000000,17,"Jul",1996,86,"English","UK","R",1.85,"City Sales Limited",112,"Nicole Holofcener","Kevin Corrigan",4808,"Anne Heche",1247,"Vincent Pastore",10937,"Color","Comedy|Drama|Romance",2,"briefs|cancer|cat|cult film|friend",0,0,0,0,0,1,0,0,0,1,0,0,0,23668,"Michael Spiller","Channel Four Films",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,23000000,15,"Apr",1988,219,"English","China","PG-13",2.35,"HanWay Films",370,"Bernardo Bertolucci","Cary-Hiroyuki Tagawa",3271,"Joan Chen",5159,"Victor Wong",10959,"Color","Biography|Drama|History",0,"abdication|china|emperor|forbidden city|republic",0,0,0,0,0,0,0,0,0,1,0,0,0,5176,"Vittorio Storaro","Recorded Picture Company (RPC)",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
7.6,5000000,21,"Jun",1996,135,"English","USA","R",2.35,"Sony Pictures Classics",27,"John Sayles","Matthew McConaughey",273,"Clifton James",11575,"Miriam Colon",11609,"Color","Drama|Mystery",2,"father son relationship|interracial relationship|neo western|sheriff|texas",0,0,0,0,0,0,0,0,0,1,0,0,0,8212,"Stuart Dryburgh","Columbia Pictures Corporation",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5.6,55000000,12,"Jun",2009,107,"English","USA","PG",2.35,"Paramount Pictures",957,"Karey Kirkpatrick","Stephen Root",2450,"Ronny Cox",6723,"Richard Schiff",2850,"Color","Comedy|Drama|Family|Fantasy",2,"blanket|competition|family relationships|feather|sleepover",0,0,0,0,0,0,0,0,0,1,0,0,0,11686,"John Lindley","Paramount Pictures",0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
7.5,7500000,25,"Dec",2007,96,"English","USA","PG-13",1.85,"Twentieth Century Fox",4060,"Jason Reitman","J.K. Simmons",1304,"Jennifer Garner",440,"Rainn Wilson",1084,"Color","Comedy|Drama|Romance",0,"adoption|baby|friend|pregnancy|school",0,0,0,0,0,1,0,0,0,1,0,0,0,2053,"Eric Steelberg","Fox Searchlight Pictures",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7.5,6000000,20,"Oct",2000,90,"English","USA","PG-13",1.85,"Warner Bros. Domestic Television Distribution",751,"Christopher Guest","John Michael Higgins",5179,"Catherine O'Hara",1870,"Michael McKean",2690,"Color","Comedy",9,"dog show|gay|gay character|gay couple|gay interest",0,0,0,0,0,0,0,0,0,0,0,0,0,7066,"Roberto Schaefer","Castle Rock Entertainment",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5.6,33000000,18,"Aug",2006,105,"English","Germany","R",2.35,"New Line Cinema",1186,"David R. Ellis","Lin Shaye",1985,"Kenan Thompson",4661,"Rachel Blanchard",2912,"Color","Action|Adventure|Crime|Drama|Thriller",0,"baby rattle|famous line|murder|passenger|snake",1,1,0,1,0,0,0,0,0,1,0,0,1,4331,"Adam Greenberg","New Line Cinema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.7,30000000,25,"Jan",2008,86,"English","USA","PG-13",1.85,"Twentieth Century Fox",285,"Jason Friedberg","Carmen Electra",3320,"Diedrich Bader",3003,"Method Man",4595,"Color","Comedy",0,"king|persian|spartan|training|xerxes",0,0,0,0,0,0,0,0,0,0,0,0,0,5271,"Shawn Maurer","New Regency Pictures",0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
6.7,50000000,18,"Oct",2013,115,"English","USA","R",2.35,"Summit Entertainment",1239,"Mikael H__å´fstr__å_m","Sylvester Stallone",151,"50 Cent",4022,"Matt Gerald",10184,"Color","Action|Crime|Mystery|Sci-Fi|Thriller",1,"cia agent|escape|muslim|prison|ship",1,0,1,1,0,0,0,0,0,0,0,0,1,2794,"Brendan Galvin","Summit Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.2,28000000,20,"Jul",1988,131,"English","USA","R",2.35,"Twentieth Century Fox",3311,"John McTiernan","Alan Rickman",864,"Bruce Willis",254,"Reginald VelJohnson",6203,"Color","Action|Thriller",0,"christmas|christmas eve|christmas party|held at gunpoint|hostage",1,0,0,1,0,0,0,0,0,0,0,0,0,1029,"Jan de Bont","Twentieth Century Fox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,30000000,28,"Feb",2003,101,"English","USA","R",2.35,"Warner Bros.",85,"Andrzej Bartkowiak","Jet Li",2653,"Tom Arnold",6535,"DMX",10494,"Color","Action|Crime|Drama|Thriller",2,"camera shot from inside human body|diamond|evil man|heist|terrorism",1,0,0,1,0,0,0,0,0,1,0,0,1,6718,"Daryn Okada","Warner Bros.",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
6.3,5000000,15,"Apr",1983,107,"English","USA","PG",1.85,"Orion Pictures",46,"Steve Carver","David Carradine",2726,"William Sanderson",6508,"Robert Beltran",6533,"Color","Action|Crime|Drama|Thriller|Western",0,"drugs|martial arts|texas|texas ranger|weapon",1,0,0,1,0,0,1,0,0,1,0,0,1,8709,"Roger Shearman","1818",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
7,12000000,1,"Sep",2006,93,"English","USA","R",1.78,"Lions Gate Films",1706,"Mark Neveldine","Jason Statham",304,"Edi Gathegi",5471,"Jose Pablo Cantillo",9550,"Color","Action|Crime|Thriller",1,"assassin|cult film|doctor|heart|poison",1,0,0,1,0,0,0,0,0,0,0,0,1,4096,"Adam Biddle","Lakeshore Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,31000000,28,"Apr",2000,118,"English","USA","PG-13",2.35,"New Line Cinema",111,"Gregory Hoblit","Dennis Quaid",913,"Andre Braugher",2390,"Noah Emmerich",3628,"Color","Crime|Drama|Mystery|Sci-Fi|Thriller",0,"altering history|alternate history|amateur radio|ham radio|paranormal phenomena",0,0,1,1,0,0,0,0,0,1,0,0,1,5055,"Alar Kivilo","New Line Cinema",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.9,50000000,26,"Sep",1997,124,"English","USA","R",2.35,"DreamWorks Distribution",84,"Mimi Leder","Armin Mueller-Stahl",11273,"Holt McCallany",3953,"Marcel Iures",21743,"Color","Action|Thriller",2,"nuclear explosion|nuclear weapon|russia|train|train crash",1,0,0,1,0,0,0,0,0,0,0,0,0,11770,"Dietrich Lohmann","DreamWorks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,20000000,13,"Oct",2006,92,"English","USA","PG-13",1.85,"Twentieth Century Fox",178,"John Bonito","Kelly Carlson",4400,"Firass Dirani",17049,"Drew Powell",727163,"Color","Action|Drama|Thriller",1,"beating|marine|muscleman|tied up|tough guy",1,0,0,1,0,0,0,0,0,1,0,0,0,9205,"David Eggby","Twentieth Century Fox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,2000000,12,"Nov",2010,105,"English","USA","PG-13",2.35,"Sony Pictures Classics",985,"Charles Ferguson","Matt Damon",150,"George W. Bush",26983,"Barney Frank",179083,"Color","Crime|Documentary",0,"florida|iceland|interview|new york city new york|recession",0,0,0,0,0,0,0,0,0,0,0,0,1,6813,"multiple","Sony Pictures Classics",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5.8,18000000,18,"Aug",1995,101,"English","USA","PG-13",1.85,"New Line Cinema",1343,"Paul W.S. Anderson","Christopher Lambert",2870,"Cary-Hiroyuki Tagawa",3271,"Bridgette Wilson-Sampras",272,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",0,"based on video game|island|mortal kombat|tournament|warrior",1,1,1,1,0,0,0,0,0,0,0,0,0,2370,"John R. Leonetti","New Line Cinema",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.3,3500000,9,"Apr",2010,110,"English","USA","PG",1.78,"Mission Pictures International",83,"David Nixon","Robyn Lively",3484,"Michael Bolten",28996,"Christopher Schmidt",143564,"Color","Drama|Family",0,"cancer|faith|hope|letter|prayer",0,0,0,0,0,0,0,0,0,1,0,0,0,19631,"Bob Scott","Possibility Pictures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.2,11000000,7,"Apr",1989,107,"English","USA","R",1.85,"Paramount Pictures",10,"David S. Ward","Corbin Bernsen",4426,"Tom Berenger",2482,"Rene Russo",1805,"Color","Comedy|Sport",3,"cleveland indians|league|manager|owner|team",0,0,0,0,0,0,0,1,0,0,0,0,0,4983,"Reynaldo Villalobos","Mirage Enterprises",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7.2,24000000,21,"Feb",2003,88,"English","USA","R",2.35,"DreamWorks Distribution",923,"Todd Phillips","Will Ferrell",505,"Leah Remini",2031,"Patrick Fischler",4874,"Color","Comedy",4,"college|fraternity|friend|house|party",0,0,0,0,0,0,0,0,0,0,0,0,0,2637,"Mark Irwin","DreamWorks",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,33000000,27,"Jul",2012,99,"English","USA","PG-13",2.35,"Summit Entertainment",403,"Scott Speer","Ryan Guzman",124,"Stephen Boss",10531,"Misha Gabriel Hamilton",34742,"Color","Drama|Music|Romance",0,"3 dimensional|dance|dancer|dancing|flash mob",0,0,0,0,1,1,0,0,0,1,0,0,0,4829,"Karsten Gopinath","Offspring Entertainment",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,37000000,3,"Aug",2001,111,"English","USA","G",1.85,"Buena Vista Pictures",469,"Garry Marshall","Anne Hathaway",266,"Hector Elizondo",3264,"Heather Matarazzo",2773,"Color","Comedy|Family|Romance",2,"cinderella story|fish out of water|makeover|manners|princess",0,0,0,0,0,1,0,0,0,0,0,0,0,2104,"Karl Walter Lindenlaub","Walt Disney Pictures",0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
6.1,48000000,16,"Oct",1998,104,"English","USA","PG-13",2.35,"Warner Bros.",118,"Griffin Dunne","Goran Visnjic",3757,"Dianne Wiest",4137,"Stockard Channing",2799,"Color","Comedy|Drama|Fantasy|Romance",1,"curse|death|island|love|magic",0,0,0,0,0,1,0,0,0,1,0,0,0,1128,"Andrew Dunn","DiNovi Pictures",0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0
5.9,10000000,23,"Feb",2007,84,"English","USA","R",1.85,"Twentieth Century Fox",2,"Robert Ben Garant","Wendi McLendon-Covey",249,"Thomas Lennon",2216,"Carlos Alazraqui",10887,"Color","Comedy|Crime",2,"beach|police|sex scene|spring break|vomiting",0,0,0,0,0,0,0,0,0,0,0,0,1,7315,"Joe Kessler","Twentieth Century Fox",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,30000000,22,"Nov",1995,74,"English","USA","G",1.85,"Buena Vista Pictures",6823,"John Lasseter","Tom Hanks",86,"John Ratzenberger",3603,"Jim Varney",5222,"Color","Adventure|Animation|Comedy|Family|Fantasy",1,"claw crane|cowboy|jealousy|rivalry|toy",0,1,0,0,0,0,0,0,0,0,0,1,0,1152,"multiple","Pixar Animation Studios",0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1
4.7,47000000,18,"Jun",2010,81,"English","USA","PG-13",2.35,"Warner Bros.",3174,"Jimmy Hayward","Michael Fassbender",327,"Billy Blair",34391,"Julia Jones",2566,"Color","Action|Drama|Fantasy|Thriller|Western",1,"confederate|death|independence day|military|terrorist",1,0,0,1,0,0,1,0,0,1,0,0,0,5487,"Mitchell Amundsen","Warner Bros.",0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
5.5,33000000,16,"Mar",2001,101,"English","USA","R",2.35,"Warner Bros.",158,"Andrzej Bartkowiak","Michael Jai White",2805,"Bill Duke",3594,"Bruce McGill",4461,"Color","Action|Comedy|Crime|Drama|Thriller",0,"corrupt cop|drug dealer|drugs|heroin|vice president",1,0,0,1,0,0,0,0,0,1,0,0,1,8576,"Glen MacPherson","Warner Bros.",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
